Epoch: 46 | Time: 4m 42s
	Train Loss: 0.284 | Train PPL:   1.328
	 Val. Loss: 4.554 |  Val. PPL:  94.986
Epoch: 47 | Time: 4m 43s
	Train Loss: 0.275 | Train PPL:   1.317
	 Val. Loss: 4.894 |  Val. PPL: 133.519
Epoch: 48 | Time: 4m 40s
	Train Loss: 0.269 | Train PPL:   1.309
	 Val. Loss: 5.048 |  Val. PPL: 155.635
Epoch: 49 | Time: 4m 40s
	Train Loss: 0.267 | Train PPL:   1.306
	 Val. Loss: 5.094 |  Val. PPL: 163.009
Epoch: 50 | Time: 4m 41s
	Train Loss: 0.263 | Train PPL:   1.301
	 Val. Loss: 4.852 |  Val. PPL: 128.057
Epoch: 51 | Time: 4m 44s
	Train Loss: 0.264 | Train PPL:   1.303
	 Val. Loss: 5.122 |  Val. PPL: 167.693
Epoch: 52 | Time: 4m 38s
	Train Loss: 0.265 | Train PPL:   1.304
	 Val. Loss: 5.233 |  Val. PPL: 187.365
Epoch: 53 | Time: 4m 41s
	Train Loss: 0.251 | Train PPL:   1.285
	 Val. Loss: 5.167 |  Val. PPL: 175.444
Epoch: 54 | Time: 4m 42s
	Train Loss: 0.253 | Train PPL:   1.288
	 Val. Loss: 5.254 |  Val. PPL: 191.270
Epoch: 55 | Time: 4m 40s
	Train Loss: 0.251 | Train PPL:   1.285
	 Val. Loss: 5.103 |  Val. PPL: 164.547
Epoch: 56 | Time: 4m 42s
	Train Loss: 0.245 | Train PPL:   1.278
	 Val. Loss: 5.087 |  Val. PPL: 161.914
Epoch: 57 | Time: 4m 43s
	Train Loss: 0.239 | Train PPL:   1.270
	 Val. Loss: 4.968 |  Val. PPL: 143.769
Epoch: 58 | Time: 4m 39s
	Train Loss: 0.240 | Train PPL:   1.271
	 Val. Loss: 5.017 |  Val. PPL: 150.912
Epoch: 59 | Time: 4m 40s
	Train Loss: 0.229 | Train PPL:   1.257
	 Val. Loss: 5.153 |  Val. PPL: 173.012
Epoch: 60 | Time: 4m 41s
	Train Loss: 0.233 | Train PPL:   1.262
	 Val. Loss: 5.088 |  Val. PPL: 162.131
Epoch: 61 | Time: 4m 39s
	Train Loss: 0.231 | Train PPL:   1.260
	 Val. Loss: 5.041 |  Val. PPL: 154.680
Epoch: 62 | Time: 4m 42s
	Train Loss: 0.228 | Train PPL:   1.256
	 Val. Loss: 5.162 |  Val. PPL: 174.586
Epoch: 63 | Time: 4m 38s
	Train Loss: 0.222 | Train PPL:   1.249
	 Val. Loss: 5.147 |  Val. PPL: 171.898
Epoch: 64 | Time: 4m 40s
	Train Loss: 0.220 | Train PPL:   1.246
	 Val. Loss: 4.969 |  Val. PPL: 143.860
Epoch: 65 | Time: 4m 43s
	Train Loss: 0.214 | Train PPL:   1.239
	 Val. Loss: 5.077 |  Val. PPL: 160.236
Epoch: 66 | Time: 4m 40s
	Train Loss: 0.214 | Train PPL:   1.238
	 Val. Loss: 4.810 |  Val. PPL: 122.733
Epoch: 67 | Time: 4m 43s
	Train Loss: 0.213 | Train PPL:   1.237
	 Val. Loss: 4.816 |  Val. PPL: 123.422
Epoch: 68 | Time: 4m 42s
	Train Loss: 0.210 | Train PPL:   1.234
	 Val. Loss: 5.122 |  Val. PPL: 167.719
Epoch: 69 | Time: 4m 41s
	Train Loss: 0.205 | Train PPL:   1.227
	 Val. Loss: 5.028 |  Val. PPL: 152.603
Epoch: 70 | Time: 4m 42s
	Train Loss: 0.202 | Train PPL:   1.223
	 Val. Loss: 5.163 |  Val. PPL: 174.769
Epoch: 71 | Time: 4m 41s
	Train Loss: 0.199 | Train PPL:   1.220
	 Val. Loss: 5.313 |  Val. PPL: 202.862
Epoch: 72 | Time: 4m 40s
	Train Loss: 0.200 | Train PPL:   1.222
	 Val. Loss: 5.192 |  Val. PPL: 179.754
Epoch: 73 | Time: 4m 41s
	Train Loss: 0.198 | Train PPL:   1.219
	 Val. Loss: 5.326 |  Val. PPL: 205.651
Epoch: 74 | Time: 4m 41s
	Train Loss: 0.192 | Train PPL:   1.211
	 Val. Loss: 5.538 |  Val. PPL: 254.132
Epoch: 75 | Time: 4m 42s
	Train Loss: 0.189 | Train PPL:   1.208
	 Val. Loss: 5.596 |  Val. PPL: 269.455
Epoch: 76 | Time: 4m 41s
	Train Loss: 0.191 | Train PPL:   1.210
	 Val. Loss: 5.270 |  Val. PPL: 194.426
Epoch: 77 | Time: 4m 42s
	Train Loss: 0.189 | Train PPL:   1.208
	 Val. Loss: 5.383 |  Val. PPL: 217.602
Epoch: 78 | Time: 4m 41s
	Train Loss: 0.187 | Train PPL:   1.206
	 Val. Loss: 5.636 |  Val. PPL: 280.478
Epoch: 79 | Time: 4m 41s
	Train Loss: 0.187 | Train PPL:   1.205
	 Val. Loss: 5.715 |  Val. PPL: 303.365
Epoch: 80 | Time: 4m 43s
	Train Loss: 0.183 | Train PPL:   1.201
	 Val. Loss: 5.642 |  Val. PPL: 282.063
Epoch: 81 | Time: 4m 41s
	Train Loss: 0.180 | Train PPL:   1.198
	 Val. Loss: 6.000 |  Val. PPL: 403.431
Epoch: 82 | Time: 4m 42s
	Train Loss: 0.177 | Train PPL:   1.193
	 Val. Loss: 5.656 |  Val. PPL: 286.076
Epoch: 83 | Time: 4m 41s
	Train Loss: 0.177 | Train PPL:   1.194
	 Val. Loss: 5.923 |  Val. PPL: 373.446
Epoch: 84 | Time: 4m 41s
	Train Loss: 0.174 | Train PPL:   1.190
	 Val. Loss: 5.835 |  Val. PPL: 341.968
Epoch: 85 | Time: 4m 42s
	Train Loss: 0.176 | Train PPL:   1.192
	 Val. Loss: 5.992 |  Val. PPL: 400.212
Epoch: 86 | Time: 4m 41s
	Train Loss: 0.174 | Train PPL:   1.190
	 Val. Loss: 6.139 |  Val. PPL: 463.431
Epoch: 87 | Time: 4m 40s
	Train Loss: 0.169 | Train PPL:   1.185
	 Val. Loss: 5.943 |  Val. PPL: 380.969
Epoch: 88 | Time: 4m 40s
	Train Loss: 0.169 | Train PPL:   1.184
	 Val. Loss: 6.164 |  Val. PPL: 475.231
Epoch: 89 | Time: 4m 40s
	Train Loss: 0.171 | Train PPL:   1.186
	 Val. Loss: 5.547 |  Val. PPL: 256.569
Epoch: 90 | Time: 4m 42s
	Train Loss: 0.169 | Train PPL:   1.185
	 Val. Loss: 6.038 |  Val. PPL: 419.146
Epoch: 91 | Time: 4m 42s
	Train Loss: 0.168 | Train PPL:   1.183
	 Val. Loss: 6.067 |  Val. PPL: 431.372
Epoch: 92 | Time: 4m 43s
	Train Loss: 0.164 | Train PPL:   1.178
	 Val. Loss: 6.013 |  Val. PPL: 408.597
Epoch: 93 | Time: 4m 42s
	Train Loss: 0.161 | Train PPL:   1.175
	 Val. Loss: 5.882 |  Val. PPL: 358.361
Epoch: 94 | Time: 4m 40s
	Train Loss: 0.161 | Train PPL:   1.174
	 Val. Loss: 6.001 |  Val. PPL: 403.918
Epoch: 95 | Time: 4m 41s
	Train Loss: 0.164 | Train PPL:   1.178
	 Val. Loss: 5.964 |  Val. PPL: 389.016
Epoch: 96 | Time: 4m 40s
	Train Loss: 0.165 | Train PPL:   1.180
	 Val. Loss: 5.629 |  Val. PPL: 278.300
Epoch: 97 | Time: 4m 42s
	Train Loss: 0.163 | Train PPL:   1.177
	 Val. Loss: 5.688 |  Val. PPL: 295.164
Epoch: 98 | Time: 4m 42s
	Train Loss: 0.161 | Train PPL:   1.174
	 Val. Loss: 5.933 |  Val. PPL: 377.289
Epoch: 99 | Time: 4m 43s
	Train Loss: 0.162 | Train PPL:   1.176
	 Val. Loss: 5.778 |  Val. PPL: 323.022
Epoch: 100 | Time: 4m 42s
	Train Loss: 0.163 | Train PPL:   1.177
	 Val. Loss: 5.828 |  Val. PPL: 339.645
| Test Loss: 4.173 | Test PPL:  64.897 |
